% Model:              simple_interferometer_with_waveguides_for_nn.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 11 2023, 14:16
% Dimension:          1
% Nodes:              1694
% Expressions:        49
% Description:        Line graph
% Arc length (m)          (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2            (emw.normE)^2
0.01168662407117491       140650.44848542986       1885869.5390061394       742981.9324215619        118321.06219692864       176431.16898817357       8478146.612131799        2911436.6822601953       7554668.447311898        103823.72775432657       409130.70891481993       1.029604519770324E7      1756630.6772644937       1226042.1008644355       1610949.322963546        5025186.893707211        2104400.8246829724       5025318.508472918        1437125.4666271256       654394.6892899649        4001220.4846723746       2.399564187231628E7      2980590.160169197        4146202.302504316        3370758.0178380776       3503272.881990306        104398.23267541213       1.3248500955014216E7     1335406.2751223235       2607638.9741335697       1275047.8507750223       4179519.7947918135       2721321.431563443        3999656.76837354         2125211.652717097        4696993.649531576        1.9432261492217105E7     600272.2612671321        3618153.096326424        1612522.248392405        4748288.609329846        5742076.400298615        200536.1133518489        754481.3500757937        2821478.455282039        170885.3555438075        789106.0189475899        2325154.977723412        1126055.1151159098       2537145.897267767
0.011727941826133872      142736.02916251967       1893681.3632879185       765550.7818280563        117343.75198945052       175926.42808570233       8445545.081374248        2944776.174526608        7577885.43138254         105659.50977851887       420678.22200506297       1.0184703948238382E7     1759717.234546493        1224201.13151937         1619468.077266863        5041949.541390969        2123403.179877296        5134252.552370331        1436746.6994730392       644949.8936517021        4049042.49676151         2.3794062606245875E7     2969960.8924757005       4225709.62794089         3423433.6059614317       3587240.682227269        103804.10304244707       1.3388189452028234E7     1330887.188321044        2667868.7308367384       1293292.8210130632       4282185.964923686        2794248.815071965        4037420.708889683        2130905.7107445872       4768663.544606472        1.9456392806135632E7     611312.7381222328        3644827.037199641        1635028.0060106611       4834307.481113815        5883154.366172516        205272.45768895402       745015.6457691944        2840258.606545338        173304.78590651482       791780.8626647181        2317670.906031208        1129669.195841202        2611042.8331357576
0.01175794332700263       144466.58025951323       1897809.7817931331       781689.4637564936        116825.80294697336       175665.4203378954        8428369.092410019        2966417.804673612        7571088.380710372        107163.48854261352       428940.94769751176       1.0054955695714006E7     1759667.758058799        1221716.011920032        1625185.520255932        5051407.838494359        2132321.05922018         5185460.105774963        1434803.9822725917       637240.6056964436        4080386.84777928         2.365242980692817E7      2960053.5771741415       4295665.547965219        3459741.517905745        3643740.6498151897       103549.53828515559       1.3497463309006909E7     1326100.427937062        2710619.2313030446       1305937.474055814        4362221.060833929        2850014.2489317055       4062696.6116446713       2130828.4922352782       4826312.001034146        1.9521035319448285E7     618597.3922454991        3665765.7751601255       1649455.4293235233       4896849.87376703         5989320.595882583        208699.29260940765       737501.9269413715        2853924.6224270477       175225.44110585324       792374.0415544182        2312342.8603629163       1131191.2993422607       2666146.402584059
0.011798440642561542      147038.25413331666       1901018.4256933033       802874.3045785851        116378.3157274397        175477.24395714604       8419645.163029963        2991254.5886595063       7534065.996283333        109403.06505884834       439742.5533151888        9826473.153446475        1756537.630284225        1216832.4558289377       1631965.2225677148       5059238.728181452        2138063.3437288115       5219240.271262256        1430039.6956529524       626738.0658662176        4117801.0384700494       2.348241320357427E7      2945388.767276641        4400882.648196979        3504850.1343771056       3712177.875572727        103434.61041775017       1.3651716923219126E7     1317778.087213504        2765881.9775938974       1321890.5052219694       4470584.948131735        2924846.7561070775       4092669.097222943        2125078.805104918        4907991.713115559        1.9665707330256145E7     627345.7108788212        3696854.0416194834       1665851.5895519112       4979244.816912406        6127707.4521860825       213220.70644052792       726665.1976432495        2871771.6707225004       177977.04440784518       791395.1415348153        2305002.282747246        1131869.6126228306       2739291.417712624
0.01185420981087543       151006.552348474         1900690.9580281097       830780.6998087817        116271.5304680695        175638.7429204009        8446308.971375154        3016406.767859562        7443940.993342309        112931.00626079549       453876.39312662254       9444336.721563425        1746773.201195205        1207381.8166241974       1639058.9972477076       5059118.265446273        2135789.208522471        5210993.935521161        1419885.5397347119       614553.0305340176        4161256.5809280523       2.331749958412706E7      2926618.3720621592       4553893.510382839        3558317.543816079        3790307.2533542234       103732.32915058744       1.387068023663973E7      1303304.167658086        2836426.1985266074       1341635.2294018352       4606923.212186722        3019115.985108909        4124959.0064051156       2107335.602739133        5020469.110275927        1.9953119854348227E7     637468.0512982992        3747406.1385453935       1682143.9805581376       5086542.551919847        6290280.09125612         219224.16669324297       710791.52241934          2894604.6063565146       182047.96856012553       787042.8970244662        2294197.770544494        1130717.5582549584       2832258.047773895
0.011868943065803054      152136.19291712937       1899557.6018341498       837893.8598051346        116342.39612416651       175766.37258880763       8461863.839207547        3021154.284706055        7414825.238204873        113953.37619221151       457463.49010062014       9336160.561383264        1743094.2840246712       1204336.511566626        1640326.7924440627       5056554.560146951        2133488.728739774        5200829.183125509        1416478.0710234072       612233.9839113144        4171389.646307965        2.3290914813241728E7     2922401.0893909996       4593767.758962877        3570584.980691098        3807658.0370733095       103898.89803432688       1.3928506988430183E7     1298882.291118623        2853849.9451825893       1346360.6507170277       4638316.313432194        3041108.979875125        4131438.5727054067       2100835.679947144        5048956.560170554        2.0041767739330564E7     639797.8752306974        3762576.822463376        1685111.6955640323       5113305.796611306        6325025.2940065665       220768.57789926825       706417.5332348198        2900149.8162654205       183176.24274711462       785353.2278316036        2291064.677636724        1130062.8079061725       2854499.0356581835
0.01187964199971982       152998.71484395725       1898390.481227719        843019.9139750315        116435.52370996929       175904.5645715788        8475525.377128718        3024058.024293881        7392719.855653202        114745.15098767116       460070.25850013824       9256530.386725504        1740091.2716479194       1201929.681503834        1641025.3053436168       5053891.034874606        2131440.94849243         5191961.795533647        1413799.902195342        610825.935355491         4178484.321822336        2.327564910489902E7      2919606.1536562867       4622017.057465402        3578966.1693109693       3819468.125645399        104056.50382486201       1.396982236161291E7      1295504.5263793056       2866219.9441682952       1349691.5217990214       4659392.319052153        3056004.2072030087       4135619.1238089288       2095629.9443274625       5068884.520895832        2.0107334963235386E7     641430.0269622835        3774159.5891882945       1686874.5257031634       5132370.641831183        6347314.025607398        221902.54699718847       703193.669100673         2904017.933593279        184031.66520619421       784005.8214294657        2288634.534515097        1129490.4060325155       2869876.90470557
0.011939447964739707      158108.38403021664       1888207.4379089258       870453.8860365613        117400.95386830665       177133.1210588751        8591208.983260954        3033175.891048291        7268704.134867607        119557.18317086519       473932.5948141769        8831858.220505899        1719864.6204405313       1187049.8283363038       1642373.9660300703       5029040.41368383         2116454.6804125896       5131886.093298303        1396846.8361470753       609715.1571888775        4215166.77310733         2.3283725243117716E7     2910815.493213901        4763701.402376336        3618108.204826912        3872617.84523952         105322.34354966928       1.4193962785920199E7     1275232.505318007        2930081.2189565883       1366443.612941872        4747197.825578905        3120949.2368283654       4150656.8681037957       2061702.333795074        5168293.513794053        2.0492060541473996E7     649393.4032591732        3847530.412207473        1691552.4424834526       5230999.169910279        6425322.996270211        228037.30719468195       685047.2751364136        2923538.5349578247       188998.183940357         774992.360602714         2274245.796505676        1125909.0218040147       2942172.9913891107
0.012001347856862587      164000.03705087383       1870843.7923267263       896954.7888243655        119274.26739479386       179412.8956592757        8774723.226138977        3029863.6037844936       7160145.176589554        125435.84984572062       487228.09246714535       8476379.85668345         1692788.267964216        1169006.699851316        1638295.1760975292       4982987.173776135        2098286.162819133        5079231.805969228        1375961.0822124837       623211.5002736063        4249936.82367867         2.3450330200524393E7     2915294.393915668        4863980.203334237        3644197.07429679         3906849.1622885903       107387.47908288726       1.439834686604101E7      1252037.241318549        2987159.9779634355       1380687.6624721126       4773122.137534774        3148959.8466620203       4150450.6066617733       2019858.77395086         5239945.473896864        2.0857752177550305E7     655945.8656075243        3937909.633076484        1687179.4761175395       5317651.660735319        6409976.026773392        234153.27022268248       665961.4417150946        2938499.976792385        194572.80710753848       763515.5239870202        2256216.6223377907       1122140.5757013627       2989089.3191923904
0.012009953399070235      164887.91101590617       1868036.1562351745       900584.176885131         119620.58536550547       179838.8354573357        8805486.524943812        3028687.8534984654       7148898.121028916        126353.24200339174       489046.39500266773       8438136.740666728        1688664.5458599706       1166385.1918440494       1637363.081050294        4975211.896600422        2096029.7321870893       5075438.8370992895       1372911.5579949906       626549.7959861177        4255076.23459602         2.348762737976853E7      2917336.890771411        4873430.765917777        3646981.8826343673       3910532.983861246        107749.03763172038       1.4424852662264893E7     1248749.3892995655       2994710.74655252         1382561.9928710463       4771292.3259580005       3149626.828063239        4149470.7900229692       2013841.1988499542       5247243.5367943095       2.090291892897352E7      656802.3068511488        3951886.105969335        1685996.6907993956       5328902.357592963        6400067.2397623155       235013.98340874005       663318.8970314054        2940335.3026414895       195406.5403221492        761842.2724944111        2253544.6569308685       1121765.8728991332       2993491.7785336515
0.012021803472395724      166097.77651056138       1863907.9773778862       905429.52422784          120107.63507884288       180436.5338455961        8848261.698666882        3026480.259352894        7134464.099517693        127617.08834752382       491442.63420346956       8390133.828967609        1682776.5098991485       1162693.5241023512       1635820.3617270484       4963556.04784469         2092891.114441315        5071281.651869479        1368590.5558667437       631609.639891547         4261755.2376894755       2.3541482872560132E7     2920393.23932074         4883854.170118625        3650050.868409704        3914636.821509456        108254.96058804443       1.4458675535580598E7     1244152.6159835588       3004531.654434584        1384932.119204652        4765998.276557399        3148875.461300657        4147252.0141613297       2005386.9244435257       5255562.428070477        2.09598903935283E7       657868.8960330937        3971038.089690845        1684009.9015967448       5343255.128841223        6382758.966899577        236152.7154785162        659664.7172835058        2942370.825010778        196534.50170355054       759448.5418883384        2249601.9999015336       1121230.8900791362       2998260.710584002
0.012080459023322082      172423.09300805232       1841405.4359859307       928694.2274270364        123052.08048879639       184120.13184991412       9078140.61513922         3011222.1525394167       7098022.251585476        134485.62563491112       502855.42429074517       8252132.732477005        1651821.6225561292       1144099.5089461317       1625579.5039272963       4896532.357378119        2081479.3404577777       5088727.297922728        1346721.5710393342       666504.4815516406        4296633.897856292        2.3875877434390754E7     2943830.865911103        4896983.015870531        3659061.2641951274       3928978.7064920818       111214.20140290925       1.460069310302014E7      1221555.0378430178       3050017.2637447217       1395838.0189964415       4701711.328114296        3122497.5814517895       4129386.7223212817       1964233.0137848763       5274114.412175259        2.1159662373201527E7     662750.7803243604        4070642.5847900133       1670831.5925489296       5406632.3678528275       6246536.924500171        241751.2507065302        641841.2444170379        2949424.0930382176       202401.86132386044       747458.8633314616        2228308.5787131987       1119964.3214627292       3006798.3413439007
0.012123054671777475      177407.1734600987        1823586.8024933839       945183.9792061807        125778.81174294422       187613.34325728493       9252626.055890279        2996814.6980876825       7111298.604274577        140179.15440527737       510801.8144152871        8262629.661956311        1627865.7702683103       1130624.506704711        1615726.708078793        4839067.77924149         2079065.1757414525       5147956.808333463        1330666.1723487652       701664.8012028058        4324966.845977175        2.416969235905949E7      2968581.9934263392       4865598.931227098        3660354.4297522553       3935461.840373337        113867.30558257767       1.4675049268959658E7     1205664.6181270143       3081102.8639589217       1403394.2039784351       4618454.633841777        3081834.8705398417       4110144.648870276        1936301.1667764452       5264271.32985876         2.1202281328801624E7     666057.2357421173        4146291.602611342        1658555.767697003        5445991.078865826        6101418.28819307         245838.991936093         629204.1490904618        2951446.6022800906       207014.48898612853       738840.2488333598        2211017.639442342        1120912.6747793185       2999047.1696708547
0.012150964590238015      180853.2381855077        1811750.110486266        955931.2924578155        127839.9233570288        190306.2964410754        9364463.289303627        2986578.595838145        7138756.572133076        144256.53616602632       515886.984184612         8320815.044033077        1611826.7685772232       1122041.582144538        1608473.5423920501       4798126.765971877        2080924.746215309        5210238.336898635        1320344.5759712567       728702.8813292359        4345222.562553135        2.437443789937038E7      2987715.654053402        4826905.562331402        3659406.497497555        3939312.908061354        115841.44241758106       1.4710020954590634E7     1195751.3262254538       3101260.3248878927       1408467.2179932657       4549802.290215312        3046940.252182921        4095312.077123474        1919611.3535509577       5247747.398708556        2.1176142550882246E7     668180.5662381062        4196113.881358736        1649810.033914031        5469381.704415329        5989825.228027706        248546.72522885702       621100.5381618103        2951432.7106257263       210208.5712765226        733362.4481778694        2198906.2527398663       1122594.511064095        2988825.7477933764
0.012189397088189943      185757.56275496221       1795924.1634459782       970627.1903493892        130987.0755087711        194499.81044404145       9507189.01876933         2972210.7142297393       7198866.36508997         150253.44158192814       522643.36354812235       8462698.759041592        1589836.9822147482       1110895.5843781342       1597918.219094345        4738631.953408986        2088408.5656100144       5325263.657491746        1306795.7793405128       769850.0790170613        4375002.41909734         2.4656679564372417E7     3016740.079165037        4752175.689113065        3656280.3918058937       3945183.7469265405       118824.72330136914       1.4739703333656678E7     1183110.6566603761       3129111.3998174844       1415798.1693640624       4440980.56035421         2990527.6153489933       4072606.8759812685       1899477.724898327        5213123.435147919        2.1066287888415936E7     671010.7721938903        4262913.769759178        1637515.0299526525       5498508.16579359         5821438.900756808        252259.3962403929        610277.7894278343        2949592.0619695466       214762.07843785777       726148.4846131501        2181364.7508048536       1126423.3696990362       2969504.446411868
0.01222147016244958       190052.22697089738       1783515.6534835328       983041.9202768258        133926.5369116675        198486.72451041336       9610968.173734775        2960721.205073756        7266400.323738025        155667.02121373746       528207.6898944097        8629262.661100756        1571704.7979999234       1102297.8780792742       1588887.3403600706       4687092.947061614        2099314.470650364        5445852.268823104        1296186.9517665803       806809.7212807646        4401920.6130811          2.4880442725435033E7     3042530.2054778966       4673640.450572782        3652974.400432252        3951942.44955239         121584.89258252652       1.4748918074418018E7     1173571.7989678276       3153399.4851732617       1422605.8903875258       4341488.946533453        2938456.259285066        4052564.505642784        1885538.0270317295       5175385.001861335        2.0909435452344988E7     673396.1478294445        4316389.284542175        1627473.142132166        5521583.877951471        5673776.861634621        255422.83375280845       601542.2791205687        2946848.623558011        218772.79567160748       720501.5674922216        2166163.1528543686       1131058.3231161924       2950512.9754456202
0.012244761745516763      193343.59335980625       1775185.4705925707       992319.614934586         136280.41930028127       201720.36632222176       9674798.985778483        2953027.939789839        7323358.649367972        159896.78392710607       532319.9953392347        8772606.253242303        1558728.2527009863       1096495.3931415337       1582401.9075139975       4649071.093651907        2109979.6327588973       5545955.550178974        1288952.6732895356       834628.5976782305        4422791.335726431        2.5028998083600845E7     3061685.196582209        4609264.240340933        3650655.461019618        3958619.3879650137       123780.07154962409       1.4747099785310503E7     1167307.6040053384       3172204.4910042174       1428208.9524770058       4266631.664490221        2899189.1325950483       4037959.8440655675       1877170.1151022483       5143922.022990997        2.075921858536152E7      675220.6600144886        4353585.241918969        1620539.1575898568       5538603.288033599        5565773.776263507        257821.7303676696        595384.4268682473        2944418.476794536        221871.9017308966        716668.0819345932        2154910.49288366         1135281.7835531416       2936101.1078644916
0.012291968130425091      200300.15449812775       1760875.0700277209       1011608.6137530698       141499.09214090672       209003.39988927095       9767511.854786376        2940017.8577418006       7451792.132007629        169058.34671614756       540631.2900960613        9102756.874490306        1533578.1111478345       1086293.7794822506       1570149.8393338202       4572445.903785215        2138264.181110881        5772390.70077874         1275933.7248432855       891214.9331967824        4467597.233394705        2.527897708814569E7      3100035.1975441054       4466438.915675525        3646935.86913925         3977399.258203878        128619.77767705882       1.472421543882156E7      1156652.7246548987       3213572.150324944        1441378.738949171        4115222.2205020864       2819909.9204751          4009155.815289148        1865196.1672703149       5073230.721809621        2.0372982677633088E7     678964.2589085796        4422600.4193044035       1608183.031046159        5573947.038453352        5355095.99363482         262816.26310308353       583500.8028655965        2938594.2933294256       228478.03834276894       709571.8477961981        2132103.221102993        1146023.2690738784       2907538.9873118512
0.012357017548703855      210633.54802042103       1748523.481365778        1039887.6673160112       149737.76167731843       220777.4719876979        9802299.270546645        2929752.428159235        7633064.135191466        183095.3059982281        552348.5788221254        9586175.903053446        1502162.9809627358       1076043.1512365018       1557036.6113591446       4471213.840049722        2190495.2722721593       6111608.118443928        1262250.2589452697       964586.3072655546        4533551.377319541        2.5471573261129126E7     3148713.9409649866       4261248.883537384        3646419.530598889        4017647.4717725753       136213.85662121078       1.4657089711183406E7     1146986.1573755199       3280533.7884695          1464927.8888457385       3924427.7406931454       2721206.4708900843       3974292.314863873        1859673.367353126        4969147.374968211        1.9693157832871575E7     684281.8167010593        4501476.9998971615       1596460.0498920847       5628903.331235592        5105325.038478377        270167.3918350044        568508.0430446744        2930009.9325182447       238448.094353989         701261.5994746983        2101577.970532744        1165466.4229669236       2875652.5855702627
0.012362463667448535      211539.57699530933       1747914.315136264        1042360.6029659681       150482.93293953882       221854.25825813433       9799925.830006352        2929350.8697983585       7647417.368844186        184344.84964702761       553347.9563108676        9625593.944757296        1499703.2197425126       1075390.4004842627       1556186.126789297        4463089.320121207        2195466.657579909        6140238.876137173        1261327.428660814        970280.44134903          4539249.426225393        2.547838294867736E7      3152416.188518033        4244448.641834607        3646718.855356685        4021816.452261445        136899.2322387342        1.4649973847038938E7     1146439.2868123828       3286758.3168024886       1467222.9745444485       3910088.5092305783       2713908.7744931504       3971727.164055118        1859751.137737951        4960495.662450451        1.963036320883233E7      684722.4750216665        4507191.082728512        1595793.2587790573       5634020.35615001         5087440.823970287        270808.8941825413        567319.0136044531        2929323.92143981         239330.47864964418       700623.6838252387        2099119.0272623347       1167323.7475846182       2873623.1353358906
0.012366417008875991      212212.06822994867       1747498.689565822        1044175.8748804047       151037.57002047455       222658.2782796587        9797432.735816173        2929049.4172602706       7657412.382999175        185273.62752067207       554087.340080732         9653538.191833245        1497902.638644932        1074908.394937468        1555585.2234263592       4457116.086039064        2199099.5096557746       6160905.874935598        1260664.025750298        974354.5862630181        4543307.525261355        2.548143381174943E7      3155028.4163568956       4232255.5589572275       3646900.473999668        4024888.286367864        137408.681623103         1.4644211747013913E7     1146058.6089207008       3291325.7498992393       1468932.2536168073       3899784.8637377294       2708653.674887859        3969853.590322594        1859820.8334771846       4954075.652314451        1.9583517508213997E7     685047.6814722818        4511182.202731184        1595316.9056318142       5637755.212266124        5074640.918696652        271286.8150740883        566455.7720262475        2928783.700696271        239987.30398982472       700164.2227196376        2097286.511764276        1168673.2225582388       2872161.6402914096
0.012432897822957707      223959.7178090826        1747408.362455826        1076133.7347878853       160962.57914509502       237178.27726183026       9698310.7991193          2931880.89575344         7800239.106136735        201619.84710932762       566871.3274596384        1.0067177622125793E7     1471150.559314695        1070093.9509833318       1550466.5537622077       4367021.185883482        2265591.011039734        6489322.77633216         1253222.3298615722       1034258.465149925        4613924.638817237        2.542465113029261E7      3194013.0099696196       4050812.6603199467       3657301.673822646        4087687.009088376        146517.1278173614        1.4545655003705349E7     1143645.878482326        3377299.2942899894       1502549.7823830668       3760861.9858000386       2640278.4482235215       3946985.2654214585       1867769.0125743535       4857412.052309452        1.8783464303110257E7     690519.5261012631        4569474.8564405255       1592607.8081352909       5711571.826006506        4913375.144335304        279677.63598553924       553284.2924249837        2923065.344626324        251580.5288797302        693378.3854454297        2070235.557741008        1194087.8862432735       2860255.27548057
0.01248780403536065       234507.81000769304       1756706.177174369        1104699.1911525426       170166.18016004757       250825.56380106072       9537597.460108496        2943768.4799288386       7860717.891864121        216404.62483499327       578118.9029657821        1.0282130373029608E7     1452966.7756886475       1069932.3936281432       1553573.661496874        4305382.2535949685       2324724.11993601         6712623.7530794535       1251718.8966453339       1069898.7166003624       4672339.980946138        2.5208780707945116E7     3217743.550347489        3943791.466571703        3675094.1752060577       4152803.2861646074       154952.82150264757       1.445800940413595E7      1146796.8165440755       3461234.730578987        1537690.7416438963       3698086.705420192        2613425.732138491        3939727.3140436313       1881483.558323738        4794696.155720021        1.812732185252189E7      694787.9384696275        4606034.33682926         1597068.0647506658       5789073.90525813         4857436.189740857        287275.99249483895       544022.2411985471        2922920.816638424        262161.84829452704       688545.6341149836        2052623.4132739569       1217953.8668057688       2868084.591033944
0.012503304309342576      237668.24732286774       1761049.1438370543       1113230.9202540673       172959.51283976407       254993.21363074594       9482351.13341672         2948878.9976170952       7866509.490170397        220830.09292324787       581476.7833619865        1.0316745905081775E7     1448523.6083003264       1070548.7894401753       1555916.2328105872       4290504.271775476        2341829.3579401704       6765722.4665035885       1252128.1865416497       1077750.8549917236       4689066.303875863        2.5124510313242197E7     3223458.3918650304       3922812.616577595        3682018.3566447403       4173448.8650782052       157511.92182950178       1.4434425631867493E7     1148591.0850417374       3487462.2932713013       1549067.4612503368       3689844.2247916237       2611208.1757461606       3940076.9737189454       1886399.7617176669       4780831.425044192        1.795088595028738E7      695971.4148794286        4615608.668503169        1599510.990505248        5814653.824244758        4854893.364802021        289575.7320986339        541701.1862989335        2924128.407477892        265360.9545470931        687294.2167856364        2048732.3616586835       1225179.4003445941       2873487.4454654986
0.01252496605451443       242123.8836800483        1768177.8442730086       1125226.9903803251       176931.5085473392        260933.37087629552       9398588.06711135         2956914.176988115        7864704.742789472        227069.76585496272       586156.2640438953        1.0342591858411469E7     1442802.5157072567       1071831.4690388357       1560150.1287693162       4271459.664164889        2365387.891843233        6829567.314781925        1253248.8677881365       1086734.9924078656       4711857.126301732        2.498973804100576E7      3230339.5362328175       3900651.2275689375       3692602.4509005873       4203036.810573535        161153.98377923865       1.4401763555489875E7     1151665.39830138         3525230.2372070374       1565727.7603663218       3684971.2633674433       2611783.818304729        3941915.0805119732       1893726.588756227        4764171.656635053        1.7714338244126726E7     697468.0918406461        4628031.316908835        1603600.729973143        5852043.538574704        4860388.19540208         292809.32108368445       538669.6606582312        2926401.599628308        269882.99003179616       685539.1962023913        2044018.447495169        1235411.7395282486       2882874.3515045126
0.012573585137768292      252571.6941497923        1789035.1617001786       1153047.9668801404       186341.25033233978       275052.6089506795        9195223.552142473        2979349.64670603         7820676.740240713        241637.64490074577       597028.7693922156        1.0305840462951228E7     1431947.4816298357       1076471.8186810617       1574269.265207525        4237013.580139476        2416869.155916643        6932869.746445595        1258131.1559350514       1100598.8207088045       4762532.917358232        2.463782696216683E7      3243509.1205196893       3884222.9279720825       3721646.8162939935       4273438.991862008        169782.94304235934       1.433613180285321E7      1161080.057850374        3616270.458902349        1607203.897351227        3702631.38856614         2628805.0069335992       3953475.0562872016       1911913.8478631596       4740309.039123183        1.724086024531896E7      700471.639249095         4656885.785650933        1615738.600207547        5947105.140035635        4909557.182689996        300432.7190630266        532848.8062045107        2935958.341535334        280555.73208194796       681694.9828772815        2037424.4752357875       1259197.8163455247       2912404.6183882942
0.012608504932944891      260499.03171361494       1807861.745580816        1173729.2066258064       193561.07420054107       285902.63800654025       9045045.511747641        2998647.9917943403       7756254.238160812        252611.23191713818       605162.9245955916        1.0200236340124685E7     1425606.558792017        1081128.172177559        1588315.582636178        4219217.398932278        2451888.6009767484       6972789.159713879        1263513.3854837865       1106495.3529636378       4798793.567528888        2.4359348959283426E7     3251851.8214741847       3901047.385184564        3746824.661370577        4326174.347070968        176402.758680742         1.429776202835564E7      1169890.1941531913       3686699.725335944        1640458.206210065        3737914.7802362675       2653305.6546211955       3968183.174840043        1925772.417590193        4735032.88640377         1.6959242425327953E7     702238.0401699248        4680922.778665441        1626520.0393242182       6025587.508951284        4972378.676452346        306228.80323046964       529536.9307579381        2947064.562195864        288704.15561300074       678888.9600689532        2036390.1964644985       1276852.157873162        2940132.756989225
0.012643729375893118      268785.7586413857        1829797.3603793744       1194881.5381278906       201177.15464918208       297350.8942706998        8898898.819117578        3020248.328235298        7666030.0102943545       264006.41652268363       613513.6754473661        1.0031616211196722E7     1420360.0379569398       1086825.9914502592       1605672.3083157463       4206869.170981937        2484858.066860072        6985506.678651781        1270441.7383259882       1110295.1418171604       4835244.744368381        2.4073920049314827E7     3260489.7584136743       3941193.052086518        3775413.143978798        4379875.744384077        183386.98498723737       1.426765457802778E7      1180365.8204618986       3761157.8585404376       1676654.451094762        3789556.0827354356       2686442.6578511223       3988084.310324189        1939927.0691989656       4739061.033451459        1.67309825876058E7       703569.8066660316        4710150.645069804        1638718.610208082        6112817.10141549         5053707.151002725        312278.634357284         526942.9484895064        2961999.4426592006       297250.71961506194       675925.178921874         2038642.7653164044       1294967.2492140918       2972124.9694409664
0.012693516278294681      280903.0841005035        1865349.376596767        1224847.46335062         212432.6636720941        314245.292373804         8716940.441269167        3053679.558478022        7504048.940558351        280510.9190897232        625405.4636754921        9705274.896464543        1414877.2703619483       1096469.6800648838       1635419.3996991105       4198633.176681737        2526907.2807610086       6963517.513719158        1282738.3584261318       1114855.2780286837       4887369.666812727        2.3695735934447963E7     3275679.1346928547       4033606.661572008        3820698.7491043075       4454894.873578686        193712.27875111726       1.4242014599102926E7     1197720.6011245223       3870944.1377624846       1731919.6629065557       3883468.6013876107       2743687.8617276233       4024433.164429824        1959722.5119485052       4758994.980040357        1.6509071794888424E7     704603.0620934672        4764169.798882859        1657566.1005953276       6249132.33199214         5189020.663946793        321091.5553766854        524618.2128950452        2989853.6530271573       309774.60959469003       671467.7663027477        2047799.373748164        1320989.42874121         3021555.0098005175
0.012713770799935551      285966.5082681054        1881034.0896992672       1236940.4173426705       217181.56305791513       321352.16667623306       8655173.41614857         3067826.826510661        7429735.116431899        287355.61309407756       630231.3463507959        9550005.465418631        1413112.594206231        1100793.1256234339       1649062.4367046382       4197976.098816933        2542335.861235226        6943800.785370484        1288443.3147277355       1117484.7154407382       4909020.135663199        2.3559330636828206E7     3283322.95576084         4081401.8980986355       3840441.2664489443       4484443.095850834        198068.08486459756       1.4237449730570918E7     1205523.56113942         3916723.8070526533       1755610.4553668033       3926663.392458857        2769274.1582681234       4041714.165756423        1967409.8321881683       4771294.633645197        1.6451905203071922E7     704680.1037428548        4791452.130919362        1665434.3708604898       6308855.455211544        5247772.569301744        324744.0614315158        524111.1318251719        3003469.375180779        315010.5511420622        669500.8681559707        2053530.1345365553       1331667.4609261407       3042449.9444704033
0.012728178327742253      289650.01390129625       1892595.8962254387       1245532.8207137994       220650.90209510046       326542.86048517376       8616493.771195937        3077939.3487309753       7374761.096770017        292325.26333737536       633686.628381087         9433826.908795709        1411959.8070025211       1103961.3022688164       1659300.3661316708       4198208.55971702         2552781.415439624        6927290.406705462        1292728.2153421643       1120053.1952600726       4924640.757096203        2.347038450340351E7      3289579.6030234997       4118263.2320134193       3854832.0254990063       4504965.51179142         201246.1553655355        1.4235659599348605E7     1211343.4673436715       3949618.84615009         1772922.5627399168       3958393.2548480975       2787804.6744048996       4054813.154763247        1972694.3571858576       4781120.307671488        1.6421203148293521E7     704633.8847904251        4813135.4030254325       1671009.932060626        6352946.154195161        5289719.545273984        327391.9571527015        523919.5047031873        3013980.331716829        318822.2120431318        668056.6829569316        2058273.9311756233       1339305.7563858163       3057338.106399181
